321,_,是正品,真伪,正面
322,_,还可以,整体,正面
323,_,不错,整体,正面
323,速度,很快,物流,正面
324,_,好用,整体,正面
325,发货送货,很快,物流,正面
325,服务态度,很好,物流,正面
325,_,值得信赖,整体,正面
325,_,好评,整体,正面
326,_,超实惠,价格,正面
326,_,真的不错,整体,正面
327,_,好用,整体,正面
328,_,很清爽保湿,使用体验,正面
328,香味,淡淡的,气味,正面
328,_,特别好闻,气味,正面
329,_,特别好用,整体,正面
330,活动销,_,价格,正面
330,发货,比较慢,物流,负面
331,_,柔软,使用体验,正面
331,_,均匀,使用体验,正面
331,_,非常喜欢,整体,正面
332,客服态度,很好,服务,正面
333,_,很好,整体,正面
333,赠品,_,价格,正面
333,_,没,整体,负面
334,_,正品,真伪,正面
334,_,很好用,整体,正面
334,_,水润,使用体验,正面
334,_,白皙,功效,正面
334,_,很自然,功效,正面
335,_,还可以,整体,正面
335,_,挺好的,整体,正面
336,物流,快,物流,正面
337,_,正品,真伪,正面
337,味道,不是很好闻,气味,负面
338,价格,实惠,价格,正面
339,塑封袋,_,包装,正面
339,_,好假好假,真伪,负面
339,_,不开心,整体,负面
340,_,挺好的,整体,正面
341,_,难,整体,负面
341,_,不好晕开,使用体验,正面
341,_,遮不住什么,功效,负面
342,活动,_,价格,正面
342,_,还不错,整体,正面
343,_,挺不错的,整体,正面
344,_,很好,整体,正面
344,_,很水润,使用体验,正面
344,_,物美价廉,价格,正面
344,_,喜欢,整体,正面
345,_,还可以,整体,正面
346,物流,很快,物流,正面
346,性价比,很高,价格,正面
346,_,好评,整体,正面
347,_,特别实惠,价格,正面
347,物流,太给力了,物流,正面
348,补水效果,很好,功效,正面
348,味道,好闻,气味,正面
349,_,很不错,整体,正面
349,_,杠杠的,整体,正面
350,_,保湿,功效,正面
350,_,不油腻,使用体验,正面
351,_,真不错,整体,正面
351,_,很接近肤色,功效,正面
351,_,不是特别油,使用体验,正面
351,香味,淡淡得,气味,正面
351,_,太超值了,价格,正面
352,_,不干,使用体验,负面
352,_,挺温和,使用体验,正面
353,_,很好,整体,正面
354,卸妆,温和,功效,正面
354,_,无负担,整体,正面
354,_,不干,使用体验,负面
354,_,干净,功效,正面
354,_,量大耐用,其他,正面
354,_,挺喜欢的,整体,正面
355,_,挺好,整体,正面
356,_,很迷你,整体,负面
356,_,很细腻,使用体验,正面
356,_,白的不浮夸,功效,正面
356,香味,淡淡的,气味,正面
357,价格,实惠,价格,正面
357,物流,很快,物流,正面
358,_,可以的,整体,正面
358,_,很温和,使用体验,正面
358,_,不敏感,使用体验,正面
358,_,好评,整体,正面
359,价位,非常合适,价格,正面
359,活动,_,价格,正面
360,价格,很优惠,价格,正面
360,保质期,太短了,新鲜度,负面
360,_,好评,整体,正面
360,_,很不错,整体,正面
361,_,很喜欢,整体,正面
361,_,很好用,整体,正面
362,生产日期,比较旧,新鲜度,负面
363,_,可以,整体,正面
364,活动,_,价格,正面
364,包装,_,包装,正面
365,快递速度,快,物流,正面
365,快递,点赞,物流,正面
366,_,不错,整体,正面
367,_,很水,使用体验,正面
367,_,不粘稠,使用体验,正面
367,价格,实惠,价格,正面
367,补水,_,功效,正面
367,护肤,很适合,功效,正面
367,修复质层,_,功效,正面
368,_,挺温和的,使用体验,正面
369,_,很好,整体,正面
370,_,便宜太多了,价格,正面
370,价格,优惠,价格,正面
370,_,挺好,整体,正面
371,_,很舒服,整体,正面
371,_,不错,整体,正面
372,_,非常好,整体,正面
372,_,很好,整体,正面
372,_,很白,功效,正面
372,隔离效果,_,功效,正面
372,_,不壳粉,使用体验,正面
372,赠品,_,价格,正面
372,_,是正品,真伪,正面
373,外壳,好看,包装,正面
373,_,好评,整体,正面
373,_,好评,整体,正面
374,_,很好用,整体,正面
374,_,水润润的,使用体验,正面
375,_,很好,整体,正面
375,_,很划算,价格,正面
375,_,很喜欢,整体,正面
376,服务,非常好,服务,正面
377,味道,非常喜欢,气味,正面
377,_,很滋润,使用体验,正面
378,_,挺不错,整体,正面
379,_,喜欢,整体,正面
380,_,很好推开,使用体验,正面
380,_,显白,功效,正面
380,_,水润,使用体验,正面
380,_,有点小贵,价格,负面
381,_,很讨厌,整体,负面
381,_,破了,包装,负面
381,_,了,整体,负面
382,_,喜欢,整体,正面
382,活动价,_,价格,正面
382,_,划算,价格,正面
383,_,很不错,整体,正面
383,_,挺好,整体,正面
384,_,很好用,整体,正面
384,味道,好,气味,正面
385,_,不是正品,真伪,负面
386,_,很好用,整体,正面
387,价格,不错,价格,正面
387,_,实惠,价格,正面
388,_,很润,使用体验,正面
388,_,很柔暖,使用体验,正面
388,_,还可以,整体,正面
389,_,还不错,整体,正面
389,_,还可,整体,正面
389,_,挺环保,其他,正面
389,_,可以的,整体,正面
390,_,挺好,整体,正面
391,_,很好用,整体,正面
392,_,是正品,真伪,正面
392,_,挺好,整体,正面
393,_,非常好,整体,正面
393,_,很喜欢,整体,正面
393,_,棒棒的,整体,正面
394,_,还可以,整体,正面
394,配送,很给力,物流,正面
394,_,五分好评,整体,正面
395,_,适合,整体,正面
396,_,很喜欢,整体,正面
397,_,还不错,整体,正面
397,_,有点干,使用体验,负面
398,_,可以,整体,正面
398,_,很好涂抹,使用体验,正面
398,味道,喜欢,气味,正面
399,包装盒,压扁了,包装,负面
399,快递,很负责,物流,正面
400,_,很好用,整体,正面
401,_,很好,整体,正面
401,物流,很快,物流,正面
402,服务,超级棒,服务,正面
402,物流,很快,物流,正面
402,_,正品,真伪,正面
402,_,很高兴,整体,正面
403,_,不卡粉,使用体验,正面
403,_,喜欢,整体,正面
404,_,很好,整体,正面
404,_,不错,整体,正面
405,_,非常好,整体,正面
405,_,喜欢,整体,正面
406,_,好用,整体,正面
406,_,很细腻,使用体验,正面
406,_,很提亮肤色,功效,正面
406,_,相当不错,整体,正面
406,快递,没得说,物流,负面
407,_,是正品,真伪,正面
407,价格,有优势,价格,正面
407,快递,很给力,物流,正面
408,_,很划算,价格,正面
409,_,挺好的,整体,正面
409,_,不错,整体,正面
410,_,挺好的,整体,正面
411,_,不好用,整体,负面
412,_,好划算,价格,正面
412,_,还不错,整体,正面
412,包装,挺好看的,包装,正面
413,_,希望满意,整体,正面
414,_,挺实惠,价格,正面
415,_,超级好用,整体,正面
415,_,超级划算,价格,正面
416,味道,还可以,气味,正面
417,上妆,比较滋润,使用体验,正面
417,遮瑕,_,功效,正面
417,_,没有那么强,整体,负面
417,_,比较轻薄,使用体验,正面
417,持久度,挺ok的,功效,正面
418,补水,非常好,功效,正面
418,_,超值,价格,正面
418,_,清爽,使用体验,正面
418,_,补水,功效,正面
418,_,棒棒哒,整体,正面
419,_,不错,整体,正面
420,_,很好,整体,正面
420,_,很快,物流,正面
421,_,又划算,价格,正面
421,_,滑滑的,使用体验,正面
421,_,嫩嫩的,使用体验,正面
421,_,喜欢,整体,正面
422,_,还可以,整体,正面
422,_,不会紧绷,使用体验,正面
422,去油效果,很好,功效,正面
422,_,很舒服,整体,正面
422,_,泡泡多,使用体验,正面
422,味道,清香,气味,正面
422,价格,很划算,价格,正面
423,_,非常不错,整体,正面
423,泡沫,细腻,使用体验,正面
423,味道,很好闻,气味,正面
423,_,棒棒哒,整体,正面
424,价格,不贵,价格,正面
424,_,比较少,整体,负面
424,_,还不错,整体,正面
