id,Reviews
184,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤很贴，脸也显得有光泽，很好！
185,新包装样式也很喜欢
186,双十一很划算，物流也很给力
187,非常不错，老客户了，他家保湿真的好，我还是容易过敏的皮肤，用他家的没事
188,卖家服务态度很好，宝贝很不错  物流也很快
189,喜欢喜欢 特别补水 真的很耐斯～
190,还么用，看着不错，期待效果，物流超级给力！
191,感觉不错，下次买其他的试试?
192,特别喜欢这个新包装的，很方便啦，一直用***的产品，这个卸妆水，用完不紧绷，很保湿的，继续支持
193,不油腻，卸妆也很干净，双11活动买的，很划算
194,一如既往的好用，忘记是第几次买了。
195,面膜很好用，**平台有保障，很补水，效果不错的。
196,不错，下次再来
197,用起来了还可以，好评！
198,好用实惠，好用，值得购买，
199,这次的面膜用着过敏了！一直都在用这个牌子！不知道为什么会过敏！
200,用了，效果很好，白皙水嫩擦后脸上没有干粉。好评
201,洗面奶收到，今天用了，洗完后真的一点也不紧绷，超值了！
202,每天需要化妆，买了很多卸妆水都不行。只有这款卸妆水很好用，清爽不刺激。
203,非常好用！！！特别补水，我干皮用着很不错
204,包装很高大尚！还没用，但看起来就很好。还送了化妆水，很喜欢！
205,收到马上试了一下，卸妆效果很好，很干净，但是不刺激皮肤，挺舒服的，脸也感觉滑滑的，很划算。
206,之前就用过这是第二次购买了！好用
207,很好用，喜欢哦
208,做了功课才来买的，成分很安全，用了一片后感觉效果不错，以后要常用啦
209,拿回来用了几片，保温效果挺好的，第一次用皮肤也没有出现过敏现象。
210,赠品两贴，搜了一下9.9一贴，老价格来说应该不差
211,还没用，用后再来追加，看着不错??
212,这个是第二次买了，活动买很划算的，面膜也很好用
213,物美价廉，味道不错。下次活动在买
214,物流快当晚就用了一片精华液很多，敷完脸嫩嫩的，不错！
215,还是有点白！擦的  所以我就只擦这个. 不用再擦bb了
216,超好用淡淡的香味还送了面膜喜欢的朋友赶快入手吧
217,还没有用，等用过后再评价！包装太简陋了，连个像样的包装盒都没有！
218,不喜欢，感觉和洗头发的没有区别
219,油
220,什么东西哦，太假了，忽悠人的哦，质量没有第一次买的好，这次购买是假货，太失望了。
221,量大便宜，赞
222,第一次敷  感觉不错  很水嫩还会购买
223,不错，效果很好，速度很快
224,好用，值得购买，还有赠品，不错
225,一下买了两份，挺好的，敷完水水嫩嫩的
226,好快呀！昨天下午订货，今天上午就到了，足足六大盒
227,很实惠！精华液特别多，但是用后效果一般，感觉不是很好吸收
228,还没有上脸用 很小得一支 买之前看评论有送小样！收到之后什么赠品也没有 有点失望 总体来说还可以！！
229,物流也快，实惠！物流也快，实惠！物流也快，实惠！物流也快，实惠！
230,暂时还没开始用，等我用了再追加吧，看着包装还是挺不错的。
231,趁活动囤的 冬天的面膜用的超费 不多长时间 面膜见底了
232,好评 不知道会不会过敏 敏感肌应该可以用
233,还可以吧！觉得挺补水的，
234,自己已经付了三片感觉跟实体店的比起来一样。价格比实体店的要便宜很多。
235,几百块钱的产品里给我放个近期在里面  还说都是保质期三四年呢客服态度敷衍了事
236,宝贝收到了，之前买的还没用完，囤着，满意，还会回购
237,我是混合型皮肤，买的清爽型，不油腻
238,这款面膜好用不贵，之前买护肤品送了几片，用过感觉挺补水的。
239,第二次购买了，很温和。给朋友们推荐了，大家都说好用。就是没有礼盒包装，不开心
240,非常好的商品，我很满意，值得购买好评，可以买。
241,这是第三次买了保湿效果不错，这次还送了盒子，谢谢老板
242,挺好，买很多次了
243,不错不错  还送了两个独立包装
244,价格很优惠，质量特别好！
245,好用，滋润，喜欢
246,用过之后再追评  之后有用一个送的体验装  感觉那个很好用
247,用过一次这款隔离感觉我用的比别家比较适合我很喜欢这次继续回购
248,帮朋友买的价格合算，送货速度很快。
249,东西挺好的，媳妇很喜欢
250,收到了，不错哟
251,之前就用的***洗面奶 用着很好 不刺激皮肤 买一赠一也很实惠 满意
252,我是***专业户，品牌值得信赖，**值得信赖，产品物流都给力。
253,水分不是很足，，，
254,还可以，给老家买的，用了不错
255,洗面奶很好闻
256,质量不错哦，连续购买了好几套呢，服务态度很好
257,好用，温和的，洗完脸不紧绷，喜欢。
258,好几百的东西包装好差像地滩货，产品还没使用
259,用了两次，感觉挺好了，洗完脸上感觉很光滑，补水效果很不错，
260,其中有一片包装坏了，水漏的其他上面都是
261,挺好用，很滋润。也很自然。用了一段时间才来评的
262,不好用  有点都不显白
263,速度一如既往的快。气垫使用方便，必备
264,很好用，家里人都用***，已经习惯，感觉还不错，挺适合自己的。
265,是真东西，一直都在用
266,用过多次，一直在这家买，气味淡淡的，很滋润
267,粉扑设计的非常棒，盒子颜值很高。用了再来追评。
268,宝贝收到了，物流速度，谢谢亲，快递真的快
269,香香的，很润，挺好
270,不是很好用，卸得不是很干净，虽然很大一瓶，可是卸不干净，浪费了，卸口红要卸很多次才可以
271,第二次购买，好用用过肤色好好，**快！服务好！
272,和我在店里买的一样，价格还便宜，以后***就在你家买了，希望店家保持正品哦
273,还可以，就是没写敷面膜之后还洗脸不。
274,买给妈妈用，妈妈一直用这个，说很好
275,提好的东西，值得买。
276,挺好，泡沫丰富，洗的很干净
277,还没用过，美白的那款洁面挺好的
278,还不错，下次还可以考虑，推荐各位可以考虑。
279,很多泡泡，好用
280,我一直用这个很好
281,因为***了解到***品牌，真的很不错，面膜很好用，乳液也很适合我，会回购的
282,一直用的呢，非常好用，遮瑕效果很好，一次性买了两个隔离，一个bb，大爱
283,和以前买的套装里的一样，很好用！
284,很好用，温和不刺激，清洁力也不错，好评
285,卸妆水收到了，很好用，卸妆效果很好，用后脸不紧绷！一直用***，相信**！
286,挺好闻的，不假白亮肤滋润，第一次买到那么好的隔离霜。
287,很好用很喜欢。效果挺好的，很贴皮肤用完还会买的
288,价格便宜活动给力，夏天防晒配卸妆，不错。
289,好用，不浮粉，下次还会购买，不错，
290,很薄，挺补水的，就是买贵了，有买一赠一的活动
291,自然，服帖
292,收到货，还没用，应该不错的，味道很好闻，哈
293,这个蛮好用的，轻薄也不油腻，看起来也蛮自然的。不过要选对水乳哦
294,不错哦，特别便宜，一直在用此宝贝，值得推荐，敷完很湿润，小姐姐们赶紧抢购吧
295,赠的东西挺多的，
296,还可以，遮瑕效果挺好，就是不保湿，用了皮肤好干
297,买了2次，感觉没以前好用了
298,买给小女友的，反馈情况良好，使用无异常，喜欢这种东西&hellip
299,买了好多次了 好用
300,这包装的也是太随便了，面膜，装够数，然后用胶纸包一下，盒子也没个，一点也不值100多块钱的东西
301,**购物，物美价廉，用的放心，下次再来~
302,一直都在用，非常好用！！！
303,平时都是用这个牌子的，个人觉得这个适合冬天用，油而不腻。
304,气垫还不错，轻薄不油腻，还送了两个替换装
305,面膜很好用，一直都用这牌子子的，信赖**
306,挺好的，很均匀
307,收到了，第一次用，试了一下，挺好的，以后还会光顾
308,挺好用的，不卡粉，用着很自然，可以维持一整天?喜欢?
309,卖家送的礼品超级喜欢 面膜二十贴放在里面刚刚好 再也不用担心面膜没地方放了 么么哒
310,之前用的我姐的蓝色的，挺好用，就买的
311,买了超级多，囤货中，赠送包包太好看了，装赠的旅行装很配套，喜欢！！
312,非常好用，一直都用的这个牌子。
313,还没用不知道怎么样，但是快递好快，昨天下午下单今天上午就到了
314,包装很满意，不过还没用
315,一直用的***护肤品，这个面膜用完皮肤很滑嫩，不刺激
316,感觉防晒都是有点油
317,一直在用这款，很好用，一直再复购
318,给妈妈买的，妈妈很喜欢
319,还不错挺喜欢的
320,闻起来很好闻，效果用了才知道，应该不错，赠品很好很实在
321,刚才试用一下，挺好，~扫出来是正品。推荐购买。
322,还没用，用了上次买化妆品送的，感觉还可以，就购买了
323,不错哦。速度很快，~。以后就买****的了。
324,第二次购买了 好用 夏天必备
325,**发货送货很快，服务态度很好，质量值得信赖，好评！
326,用**白条买的，超实惠。第1次用***的气垫真的不错。用完了还会回购的。
327,面膜好用，一直在用这个牌子的化妆品。
328,朋友推荐的这款，第一次使用，很清爽保湿，有一点淡淡的香味，特别好闻
329,一直都在用这个，特别好用值得购买
330,宝贝收到了，活动促销买的，还没用，不知道效果如何，卖家发货比较慢，催了几次才发
331,质地柔软均匀，非常喜欢，还会再来点
332,客服态度很好尤其是这个汐曼
333,产品很好，啥赠品都没
334,隔离防晒霜正品，我己经用过了，很好用，非常适合干燥缺水的皮肤，用完以后皮肤水润白皙，很自然。
335,用着还可以，挺好的
336,特价囤的，物流也快，符合预期
337,正品！ 和在屈臣氏的味道一样～不是很好闻～ 但是正常
338,一大箱，能用很长一段时间了，价格实惠，两件八折，果断买两件，囤货。
339,只有一个塑封袋，也没有盒子感觉好假好假。真心觉得不开心
340,挺好的啊啊挺好的啊啊啊
341,还没有我买的50多的za好用 目前最难用的一款隔离 根本不好晕开 也遮不住什么
342,趁活动买了两份，看着还不错，晚上试试效果
343,挺不错的，一直用这款
344,面膜很好，很水润，物美价廉，喜欢
345,感觉还可以。一两贴看不出效果，多贴几贴之后再来评价。
346,物流很快，性价比很高，好评！满意的一次购物
347,还没有用，听朋友介绍下单的！期待好的效果！特别实惠这次买的！物流太给力了！
348,补水效果很好，味道也好闻。
349,东西很不错，就是按着不好弄，流出来很少，质量杠杠的
350,保湿不油腻，适合我的肤质
351,这款气垫cc真不错的，很接近肤色，不是特别油，有淡淡得香味，太超值了，买一个送两个，这些能用好长时间
352,昨天试用了，不干，挺温和~
353,很好，明天开始用
354,第二次购买了，温和卸妆无负担，卸眼妆都不会感觉刺激，也不干，卸的干净，量大耐用。挺喜欢的
355,回头客了，挺好
356,很迷你，很细腻白的不浮夸，淡淡的香味，要好好卸妆
357,"价格实惠,物流很快,一直信赖**"
358,可以的很温和不敏感好评
359,第一次用，还可以。价位也非常合适。以后有活动还会继续光顾的。
360,价格很优惠，就是保质期太短了，给个好评鼓给个励 商品很不错！
361,很喜欢，第二次购买了，很好用
362,第二次买，就是生产日期比较旧
363,可以。。。
364,去年给老妈买过  说好用  活动买的  就是看着包装和原来的稍微有点不一样  不知道用着怎么样了
365,**快递速度快，昨天下单，今天就到了，面膜与实物相符，效果等用了才知道，不过应该给快递点赞。
366,不错?????????????????????????????
367,看产品成分选的，面膜也很水不粘稠，价格实惠基础补水护肤很适合，至于修复角质层的效果得等一段时间。
368,以前用过，挺温和的
369,一直在用***产品，适合我皮肤，很好
370,以前在实体店买过，在**看到这款，比实体店要便宜太多了，价格优惠，用着也挺好
371,易过敏体质用了也很舒服，还是不错
372,非常好。第一次买。用起来很好。很白。隔离效果很好。也不壳粉 以后会继续购买 送了赠品 都是正品
373,外壳好看，还送了两个替换装，好评好评，祝卖家生意兴隆
374,洗面奶收到了，这是第二次购买洗面奶很好用，洗了之后水润润的。
375,很好，很划算，很划算，一直会购买！妈妈很喜欢！
376,有疑问小鲸鱼都一一解答服务非常好
377,味道非常喜欢，很滋润
378,第一次用，真的挺不错的，是我想要的，下次还会来的
379,一次买了好多，夏天来了，多补水多敷面膜。看着就喜欢，希望效果也很好。
380,挺小一瓶，很好推开，显白水润还送卸妆水，就是有点小贵
381,很讨厌有一片面膜破了，水漏了一袋子
382,孩子喜欢这款洗面奶，活动价买的，划算
383,这是回购的，用着很不错，水乳用的也是***，真的挺好。
384,第二次购买了，很好用，味道也好，有意向的可以下手了
385,感觉应该不是正品，我在商场买的包装袋外面有一层保护膜，网上买的保护膜都没有
386,面膜很好用，用完再回购
387,不错价格实惠
388,面膜很润，很柔暖，敷了两次了，感觉还可以
389,用了，还不错，果冻的质地还可以。面膜是布制的，洗洗可以当抹布或者小毛巾什么的，也挺环保。可以的
390,给老婆买的，这个用着挺好
391,很好用，和实体店的质量一样的，第一次网购这个品牌的粉底液，BB霜，下次有机会肯定还会继续购买
392,是正品，跟店里的一样，用了几片了，感觉效果挺好。
393,用着非常好，我很喜欢。棒棒的。
394,使用过这个牌子的化妆品，还可以，**配送很给力，五分好评
395,一直都钟爱的牌子，适合自己最重要
396,一直用这个产品很喜欢
397,第一次用，用着还不错，稍微有点改变，不过有点干。
398,感觉可以，很好涂抹，味道也喜欢。
399,包装盒压扁了，快递很负责的让我打开看看有没有破损，第一次用这个牌子的护肤品，好用会回购的
400,很好用，已经推荐给朋友了，自己也会回购
401,面膜很好，物流也很快，用完了还继续买
402,服务超级棒  物流很快  东西也是正品  这次网购很高兴
403,第二天就送到了，马上试了下，不卡粉是我喜欢的
404,很好，不错
405,卖家赠送的 非常好 喜欢
406,第一次使用气垫cc，果然比bb霜好用多了，很细腻，也很提亮肤色，，相当不错，**快递更是没得说
407,不错是正品，价格有优势，快递也很给力，以后会继续购买
408,买一送一很划算
409,挺好的不错。多给我点点豆子吧。
410,挺好的!用完再购！
411,不好用，*，不好用
412,好划算，还没用。看着还不错。69买一送一，加9.9在买一份一共60片。包装也挺好看的，可以用好久。
413,老婆自已挑的，希望满意！
414,媳妇说挺实惠，送了两个备用
415,超级好用，超级划算！！！购买N次一如既往地好！还会继续光顾！！！
416,本来就有一个又送一个，实际相当于三个。味道还可以
417,个人干湿混合型，上妆比较滋润，相较其他遮瑕，没有那么强，比较轻薄。持久度还是挺ok的，
418,第六次购买了  面膜补水非常好 而且是超值装  清爽补水棒棒哒
419,帮朋友下的单，问了朋友，说效果不错。
420,很好，很快，还会继续支持**。加油加油加油
421,又划算，又多这么多的面膜，可以用好长时间了，用过之后脸上滑滑的嫩嫩的喜欢
422,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
423,非常不错，泡沫细腻，味道很好闻，棒棒哒！
424,价格不贵，含量比较少，应该还不错挺好的
425,质量不错！老婆很喜欢！
426,双十一买的，便宜了不少呢，一直都在用这个牌子的面膜，很好用，非常喜欢
427,这个卸妆水很不错呀，并且买300ml的卸妆水，给了160ml的赠品卸妆水，赞！
428,一般，感觉洗不干净
429,送货速度很快，一直用***的护肤品，很好用。
430,平时也舍不得买，有活动才买
431,一直都用这个，第一次在网上买这个，味道闻起来是一样的，希望一样好用
432,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。
433,自己用着还不错，这个是送给妹妹的，挺好
434,很不错，配送很快
435,查了是正品放心使用，买了***的水乳，爽肤水，还有面霜，宝贝不错，可以用好几个月了。
436,用后感觉挺好的。
437,还没用不知道怎么样，但是跟专柜的有区别，外面摸着特别软，专柜的外面摸着是有点硬度的
438,物流真是快阿，物美价廉好评
439,一点都没有遮暇效果，反正只能说不过敏吧
440,酒精味好浓
441,超级好用，物美价廉
442,扫二维码查了是正品，朋友推荐的，用一段时间后再来评价。
443,好用好用水润
444,还没用，但很快就到了i
445,一直用的这个牌子，挺温和的水润，还送了小瓶的
446,很好，需要还会再来
447,还可以吧，不油不腻
448,不错哦。速度很快，~。以后就买****的了。
449,东西很好啊有活动时候买的也很划算 很好吃！**牛批
450,一直用挺不错
451,宝贝儿收到了，一切都好，我还担心会冻了，打开看了没冻心情美美哒，这款面膜保湿效果真的不错哦！
452,还可以吧就是涂在脸上有些干
453,个人情况：有点点酒精味，不过能接受，就不不知道用久了会不会对皮肤不太好
454,超级好用，物美价廉，效果也超级好。用了之后感觉皮肤明显变好。
455,东西挺好用的，保湿度强
456,已扫码验过是正品??
457,很香，保湿做好不会有卡粉浮粉现象。就是补妆要勤快些。呵呵
458,面膜超好用 实惠
459,挺好的，用了以后还想用，下次还会购买
460,这个品牌我用了10年了这次购买不是正品
461,很好不错非常喜欢下次再买
462,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，
463,超好用，完全可以用物美价廉四个字形容，已购两箱子备用。
464,很好用，还会回购的。
465,一直在这家店购宝贝，现在这个季节涨价太多了
466,方便快捷不错不错，最近活动不给力啊
467,特别好 很好 非常好 很喜欢 特别实惠哈哈
468,物流特别特别给力，卖家服务态度非常好?，用的好在光顾
469,还可以  水水的  就是不知道卸妆了没  化妆棉颜色也没啥变化
470,遮瑕还好，就是太干
471,很好用，很喜欢
472,很好的面膜，补水效果杠杠滴。我用的所有护肤品都是***的，老牌子值得信赖
473,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！
474,味道很喜欢，价格也很划算
475,这都好几天了，快递还没有收到，
476,买了好多好多送给婆婆，她很喜欢
477,声明不是盗图，一下买了20片，却下了两个单?物流快，包装严实，???
478,不错挺好，快递及时专业
479,还可以吧，淡淡的味道，卸的也干净
480,补水效果不错，现在天气太冷，不敢用！
481,泛白，不持妆，透气性也很一般，不推荐。
482,实惠，回购很多次了，速度很快，第二天就到了
483,很好用用过好几次了清洁能力：清洗很容易
484,便宜实惠，凑单买的，好用的话再买！
485,收到了，用着挺不错的
486,这个卸妆水还可以，比我之前的好用！
487,发错了，发一瓶霜！
488,确认过鼻子，是我喜欢的味道，这个味道很熟悉，但就是说不上来是哪一种感觉
489,给女朋友买的，她说不好用很垃圾。让我给个差评。第一次给女朋友买化妆品类的东西就出现这种情况很忧伤。
490,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧
491,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱
492,第二次购买了，用着还不错，挺补水的，还很便宜好评
493,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！
494,赠送的，挺好的
495,这款洗面奶会刺激皮肤，而且洗完后会紧绷
496,**快递太给力了，昨天下单，今天收到
497,还木有用 不知道是不是正品 以后补
498,****质量有保证，效率服务都很满意，老婆很喜欢这款面膜.
